Somite number,PSM/S ratio
3,9.931441159
6,8.364110819
12,12.89570448
17,13.19989833
22,9.867186309
30,5.065830721
38,5.178344489
44,2.83046683
50,2.448055579
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
