Somite number,PSM length,segment size
3,   786.806831,   82.8711880998489
6,   813.626705,  102.758506948139
12, 1123.245863,   90.15662573684321
17, 1464.820962,  116.4462343853078
22, 1510.400360,  159.4486178204337
30,  801.451466,  172.20797599540336
38,  641.841185,  136.4436807048158
44,  263.459545,  104.24123768381176
50,  197.092192,   83.60483922453236
