Somite number,PSM length,segment size
6,   626.915726,   75.45327828733159
20, 1070.158480,   97.48728479921687
25, 1041.029348,  152.70849737183715
35,  692.104081,  195.34804537039005
45,  543.176725,  126.80406886425061
55,  396.929964,   99.390840799302
